policy,age,cancel_date,make,pol_from,pol_to,state
POL000002130,65,,Honda,2016-10-04,2017-10-03,WA
POL000002131,30,,Subaru,2017-02-04,2018-02-03,WA
POL000002132,71,,Honda,2017-03-01,2018-02-28,WA
POL000002133,22,,Honda,2016-04-21,2017-04-20,WA
POL000002134,24,,Honda,2017-03-03,2018-03-02,WA
POL000002135,25,,Volkswagen,2016-06-17,2017-06-16,SA
POL000002136,76,,Ford,2016-09-21,2017-09-20,SA
POL000002137,57,,Honda,2017-02-25,2018-02-24,SA
POL000002138,25,,Subaru,2016-09-04,2017-09-03,SA
POL000002139,32,2016-08-06,Toyota,2017-03-27,2018-03-26,SA
POL000002140,64,,Volkswagen,2016-07-15,2017-07-14,SA
POL000002141,88,,Honda,2016-06-15,2017-06-14,SA
POL000002142,78,,Volkswagen,2017-02-18,2018-02-17,SA
POL000002143,51,,Subaru,2017-02-12,2018-02-11,SA
POL000002144,38,,Mazda,2017-03-25,2018-03-24,SA
POL000002145,87,,Nissan,2016-12-30,2017-12-29,SA
POL000002146,55,2016-12-17,Mitsubishi,2017-01-03,2018-01-02,SA
POL000002147,26,,Hyundai,2016-12-22,2017-12-21,SA
POL000002148,94,,Subaru,2016-04-29,2017-04-28,SA
POL000002149,39,,Nissan,2017-03-04,2018-03-03,SA
POL000002150,25,,Hyundai,2016-08-25,2017-08-24,SA
POL000002151,34,,Ford,2016-10-22,2017-10-21,SA
POL000002152,31,,Subaru,2016-08-27,2017-08-26,SA
POL000002153,85,,Holden,2016-05-21,2017-05-20,SA
POL000002154,86,,Holden,2017-01-15,2018-01-14,SA
POL000002155,38,,Honda,2016-08-07,2017-08-06,SA
POL000002156,34,,Hyundai,2016-05-15,2017-05-14,SA
POL000002157,71,,Subaru,2017-03-21,2018-03-20,SA
POL000002158,81,,Hyundai,2016-12-14,2017-12-13,SA
POL000002159,29,2016-01-20,Volkswagen,2016-12-04,2017-12-03,SA
POL000002160,33,,Honda,2016-11-23,2017-11-22,SA
POL000002161,88,,Mitsubishi,2017-03-03,2018-03-02,SA
POL000002162,25,,Mitsubishi,2017-02-04,2018-02-03,SA
POL000002163,59,,Honda,2016-10-30,2017-10-29,SA
POL000002164,97,2016-05-17,Mitsubishi,2016-11-23,2017-11-22,SA
POL000002165,37,,Mitsubishi,2017-02-28,2018-02-27,SA
POL000002166,20,,Volkswagen,2017-01-12,2018-01-11,SA
POL000002167,25,,Hyundai,2017-03-08,2018-03-07,SA
POL000002168,49,,Subaru,2016-11-14,2017-11-13,SA
POL000002169,31,,Honda,2016-05-07,2017-05-06,SA
POL000002170,40,,Volkswagen,2017-04-01,2018-03-31,SA
POL000002171,68,,Mitsubishi,2016-08-15,2017-08-14,SA
POL000002172,27,,Toyota,2017-03-21,2018-03-20,SA
POL000002173,90,,Volkswagen,2016-05-27,2017-05-26,SA
POL000002174,81,,Subaru,2016-10-23,2017-10-22,SA
POL000002175,20,,Honda,2016-11-01,2017-10-31,SA
POL000002176,59,,Toyota,2016-07-26,2017-07-25,SA
POL000002177,31,,Ford,2016-10-29,2017-10-28,SA
POL000002178,43,,Toyota,2016-09-04,2017-09-03,SA
POL000002179,64,,Toyota,2016-07-09,2017-07-08,SA
POL000002180,43,,Honda,2017-03-27,2018-03-26,SA
POL000002181,60,,Nissan,2017-03-25,2018-03-24,SA
POL000002182,46,,Subaru,2016-06-03,2017-06-02,SA
POL000002183,83,,Nissan,2017-03-24,2018-03-23,SA
POL000002184,98,2016-01-08,Ford,2016-08-21,2017-08-20,SA
POL000002185,43,,Honda,2016-09-23,2017-09-22,SA
POL000002186,45,,Volkswagen,2016-07-29,2017-07-28,SA
POL000002187,64,,Holden,2016-06-16,2017-06-15,SA
POL000002188,60,,Subaru,2016-05-31,2017-05-30,SA
POL000002189,46,,Ford,2017-03-23,2018-03-22,SA
POL000002190,82,,Nissan,2016-05-21,2017-05-20,SA
POL000002191,49,,Mazda,2016-09-20,2017-09-19,SA
POL000002192,86,,Mazda,2016-09-08,2017-09-07,SA
POL000002193,22,,Honda,2017-03-23,2018-03-22,SA
POL000002194,34,,Nissan,2017-03-24,2018-03-23,SA
POL000002195,22,,Nissan,2016-05-18,2017-05-17,SA
POL000002196,47,2016-10-25,Nissan,2017-03-27,2018-03-26,SA
POL000002197,66,,Subaru,2017-04-03,2018-04-02,SA
POL000002198,55,,Toyota,2016-06-25,2017-06-24,SA
POL000002199,31,,Holden,2016-09-14,2017-09-13,SA
POL000002200,97,,Honda,2017-03-31,2018-03-30,SA
POL000002201,36,,Hyundai,2016-10-16,2017-10-15,SA
POL000002202,29,,Toyota,2017-02-16,2018-02-15,SA
POL000002203,81,,Toyota,2016-06-07,2017-06-06,SA
POL000002204,55,,Hyundai,2016-11-20,2017-11-19,SA
POL000002205,68,,Hyundai,2016-10-17,2017-10-16,SA
POL000002206,55,,Subaru,2016-06-08,2017-06-07,SA
POL000002207,39,,Mitsubishi,2016-06-03,2017-06-02,SA
POL000002208,29,,Hyundai,2016-08-05,2017-08-04,SA
POL000002209,84,,Mazda,2016-06-19,2017-06-18,SA
POL000002210,62,,Honda,2016-11-23,2017-11-22,SA
POL000002211,53,,Holden,2016-08-17,2017-08-16,SA
POL000002212,61,,Holden,2016-12-29,2017-12-28,SA
POL000002213,82,,Ford,2016-07-27,2017-07-26,SA
POL000002214,32,,Hyundai,2017-01-13,2018-01-12,SA
POL000002215,36,,Honda,2016-08-30,2017-08-29,SA
POL000002216,56,,Hyundai,2016-12-21,2017-12-20,SA
POL000002217,78,,Nissan,2017-04-04,2018-04-03,SA
POL000002218,97,,Nissan,2016-10-24,2017-10-23,SA
POL000002219,87,,Mazda,2017-03-14,2018-03-13,SA
POL000002220,58,,Honda,2016-04-11,2017-04-10,SA
POL000002221,60,,Toyota,2016-12-08,2017-12-07,SA
POL000002222,62,,Subaru,2016-04-22,2017-04-21,SA
POL000002223,72,2015-08-09,Mitsubishi,2016-05-14,2017-05-13,SA
POL000002224,58,,Ford,2017-01-28,2018-01-27,SA
POL000002225,30,,Hyundai,2016-11-12,2017-11-11,SA
POL000002226,48,2015-09-22,Hyundai,2016-04-19,2017-04-18,SA
POL000002227,18,,Ford,2016-11-19,2017-11-18,SA
POL000002228,31,,Subaru,2016-10-20,2017-10-19,SA
POL000002229,69,,Toyota,2016-10-03,2017-10-02,SA
POL000002230,75,,Mazda,2016-10-06,2017-10-05,SA
POL000002231,82,,Hyundai,2016-11-24,2017-11-23,SA
POL000002232,55,2016-10-28,Hyundai,2017-02-12,2018-02-11,SA
POL000002233,33,,Honda,2016-08-18,2017-08-17,SA
POL000002234,75,,Ford,2016-10-15,2017-10-14,SA
POL000002235,97,,Ford,2017-02-08,2018-02-07,SA
POL000002236,27,2016-01-01,Holden,2016-11-02,2017-11-01,SA
POL000002237,93,,Holden,2017-02-02,2018-02-01,SA
POL000002238,73,,Volkswagen,2016-07-26,2017-07-25,SA
POL000002239,94,,Nissan,2016-05-02,2017-05-01,SA
POL000002240,46,,Hyundai,2016-12-04,2017-12-03,SA
POL000002241,80,2015-12-27,Holden,2016-07-19,2017-07-18,SA
POL000002242,30,,Toyota,2016-10-07,2017-10-06,SA
POL000002243,57,,Hyundai,2016-11-12,2017-11-11,SA
POL000002244,67,2016-06-03,Mitsubishi,2016-12-10,2017-12-09,SA
POL000002245,57,,Subaru,2016-07-08,2017-07-07,SA
POL000002246,93,2017-02-14,Honda,2017-03-13,2018-03-12,SA
POL000002247,43,2016-01-28,Ford,2016-11-17,2017-11-16,SA
POL000002248,62,,Toyota,2016-08-07,2017-08-06,SA
POL000002249,68,,Hyundai,2017-02-17,2018-02-16,SA
POL000002250,61,,Mazda,2016-06-12,2017-06-11,SA
POL000002251,61,,Toyota,2016-09-06,2017-09-05,SA
POL000002252,51,,Toyota,2017-03-31,2018-03-30,SA
POL000002253,46,2015-12-13,Mazda,2016-10-27,2017-10-26,SA
POL000002254,72,,Honda,2016-12-16,2017-12-15,SA
POL000002255,36,,Toyota,2016-07-11,2017-07-10,SA
POL000002256,68,,Subaru,2016-11-22,2017-11-21,SA
POL000002257,19,,Honda,2016-10-06,2017-10-05,SA
POL000002258,21,,Mazda,2016-06-25,2017-06-24,SA
POL000002259,39,,Holden,2016-11-28,2017-11-27,SA
POL000002260,56,2016-08-06,Honda,2016-12-21,2017-12-20,SA
POL000002261,89,,Holden,2017-03-28,2018-03-27,SA
POL000002262,37,,Volkswagen,2016-07-01,2017-06-30,SA
POL000002263,54,,Subaru,2017-02-15,2018-02-14,SA
POL000002264,69,,Volkswagen,2016-12-01,2017-11-30,SA
POL000002265,32,,Volkswagen,2016-04-28,2017-04-27,SA
POL000002266,90,,Volkswagen,2017-03-29,2018-03-28,SA
POL000002267,56,,Volkswagen,2016-12-10,2017-12-09,SA
POL000002268,72,,Mazda,2016-05-23,2017-05-22,SA
POL000002269,82,,Mazda,2016-12-15,2017-12-14,SA
POL000002270,60,,Hyundai,2017-01-28,2018-01-27,SA
POL000002271,19,,Ford,2016-09-06,2017-09-05,SA
POL000002272,61,,Mazda,2016-11-20,2017-11-19,SA
POL000002273,57,,Ford,2017-02-19,2018-02-18,SA
POL000002274,56,,Subaru,2017-02-22,2018-02-21,SA
POL000002275,82,,Subaru,2016-09-04,2017-09-03,SA
POL000002276,51,,Honda,2016-05-06,2017-05-05,SA
POL000002277,41,,Mazda,2016-12-12,2017-12-11,SA
POL000002278,95,,Subaru,2016-12-08,2017-12-07,SA
POL000002279,57,,Hyundai,2016-06-10,2017-06-09,SA
POL000002280,74,,Ford,2016-07-13,2017-07-12,SA
POL000002281,65,,Mitsubishi,2016-04-23,2017-04-22,SA
POL000002282,48,,Toyota,2016-12-10,2017-12-09,SA
POL000002283,41,,Ford,2016-10-08,2017-10-07,SA
POL000002284,59,,Holden,2016-04-19,2017-04-18,SA
POL000002285,57,,Holden,2017-01-04,2018-01-03,SA
POL000002286,89,,Holden,2016-11-26,2017-11-25,SA
POL000002287,48,,Honda,2016-08-04,2017-08-03,SA
POL000002288,41,,Honda,2016-09-01,2017-08-31,SA
POL000002289,95,,Honda,2016-06-11,2017-06-10,SA
POL000002290,54,,Subaru,2016-10-07,2017-10-06,SA
POL000002291,80,,Honda,2016-07-09,2017-07-08,SA
POL000002292,86,,Volkswagen,2016-04-12,2017-04-11,SA
POL000002293,70,,Mitsubishi,2016-04-25,2017-04-24,SA
POL000002294,79,,Mitsubishi,2016-04-17,2017-04-16,SA
POL000002295,95,,Honda,2016-12-04,2017-12-03,SA
POL000002296,50,,Hyundai,2016-06-25,2017-06-24,SA
POL000002297,78,,Hyundai,2017-01-11,2018-01-10,SA
POL000002298,95,,Ford,2016-09-06,2017-09-05,SA
POL000002299,75,,Hyundai,2016-09-29,2017-09-28,SA
POL000002300,52,,Mitsubishi,2017-03-23,2018-03-22,SA
POL000002301,51,,Honda,2016-08-28,2017-08-27,SA
POL000002302,51,,Hyundai,2016-09-23,2017-09-22,SA
POL000002303,71,,Toyota,2016-09-12,2017-09-11,SA
POL000002304,74,,Toyota,2017-01-18,2018-01-17,SA
POL000002305,47,,Hyundai,2016-08-09,2017-08-08,SA
POL000002306,19,,Ford,2016-09-30,2017-09-29,TAS
POL000002307,44,2015-01-30,Hyundai,2016-10-06,2017-10-05,TAS
POL000002308,87,,Hyundai,2016-08-09,2017-08-08,TAS
POL000002309,58,2016-05-14,Hyundai,2017-02-11,2018-02-10,TAS
POL000002310,22,,Mazda,2016-08-04,2017-08-03,TAS
POL000002311,72,,Holden,2017-03-06,2018-03-05,TAS
POL000002312,66,,Mazda,2016-04-13,2017-04-12,TAS
POL000002313,99,,Mitsubishi,2016-06-18,2017-06-17,TAS
POL000002314,43,,Mazda,2016-11-21,2017-11-20,TAS
POL000002315,82,,Honda,2017-01-04,2018-01-03,TAS
POL000002316,77,,Ford,2016-06-25,2017-06-24,TAS
POL000002317,72,,Mitsubishi,2017-01-31,2018-01-30,TAS
POL000002318,27,,Holden,2017-03-09,2018-03-08,TAS
POL000002319,20,,Volkswagen,2017-03-12,2018-03-11,TAS
POL000002320,54,,Mazda,2016-07-14,2017-07-13,TAS
POL000002321,71,,Nissan,2017-03-30,2018-03-29,TAS
POL000002322,57,,Volkswagen,2016-11-20,2017-11-19,TAS
POL000002323,37,,Honda,2017-03-16,2018-03-15,TAS
POL000002324,24,,Holden,2017-03-13,2018-03-12,TAS
POL000002325,31,,Mitsubishi,2016-06-27,2017-06-26,TAS
POL000002326,44,,Holden,2017-02-05,2018-02-04,TAS
POL000002327,52,,Volkswagen,2016-05-24,2017-05-23,TAS
POL000002328,92,2015-11-25,Honda,2016-05-14,2017-05-13,TAS
POL000002329,83,2016-02-27,Nissan,2016-04-24,2017-04-23,TAS
POL000002330,56,,Holden,2016-05-16,2017-05-15,TAS
POL000002331,58,,Volkswagen,2016-05-10,2017-05-09,TAS
POL000002332,56,2015-10-23,Holden,2016-10-07,2017-10-06,TAS
POL000002333,83,,Subaru,2016-12-29,2017-12-28,TAS
POL000002334,47,,Mazda,2016-10-17,2017-10-16,TAS
POL000002335,86,2017-01-20,Holden,2017-03-07,2018-03-06,TAS
POL000002336,52,,Mitsubishi,2016-12-25,2017-12-24,TAS
POL000002337,89,,Mazda,2017-01-03,2018-01-02,TAS
POL000002338,80,2015-07-12,Hyundai,2016-05-29,2017-05-28,TAS
POL000002339,46,,Honda,2016-10-02,2017-10-01,TAS
POL000002340,27,,Mazda,2016-12-02,2017-12-01,TAS
POL000002341,78,,Mitsubishi,2016-10-26,2017-10-25,TAS
POL000002342,86,,Subaru,2016-07-14,2017-07-13,TAS
POL000002343,39,,Holden,2016-09-29,2017-09-28,TAS
POL000002344,57,,Subaru,2016-07-23,2017-07-22,TAS
POL000002345,86,,Hyundai,2016-05-07,2017-05-06,TAS
POL000002346,55,,Subaru,2016-05-24,2017-05-23,TAS
POL000002347,83,,Nissan,2016-06-06,2017-06-05,TAS
POL000002348,36,,Mazda,2016-07-09,2017-07-08,TAS
POL000002349,56,,Nissan,2016-10-09,2017-10-08,TAS
POL000002350,64,2016-04-30,Honda,2016-05-27,2017-05-26,TAS
POL000002351,70,,Mitsubishi,2016-12-10,2017-12-09,TAS
POL000002352,36,,Hyundai,2016-07-05,2017-07-04,TAS
POL000002353,29,,Holden,2016-10-10,2017-10-09,TAS
POL000002354,97,,Subaru,2016-05-06,2017-05-05,TAS
POL000002355,63,,Hyundai,2016-07-15,2017-07-14,TAS
POL000002356,71,2016-05-06,Hyundai,2017-03-15,2018-03-14,TAS
POL000002357,21,,Toyota,2016-11-26,2017-11-25,ACT
POL000002358,48,,Mitsubishi,2016-10-18,2017-10-17,ACT
POL000002359,82,,Mitsubishi,2016-08-20,2017-08-19,ACT
POL000002360,74,,Toyota,2016-09-29,2017-09-28,ACT
POL000002361,47,,Hyundai,2016-06-10,2017-06-09,ACT
POL000002362,53,2016-03-12,Honda,2016-06-10,2017-06-09,ACT
POL000002363,79,,Honda,2016-06-22,2017-06-21,ACT
POL000002364,41,,Ford,2017-02-07,2018-02-06,ACT
POL000002365,94,,Hyundai,2016-05-05,2017-05-04,ACT
POL000002366,40,2016-09-16,Toyota,2017-01-04,2018-01-03,ACT
POL000002367,61,,Hyundai,2016-04-20,2017-04-19,ACT
POL000002368,29,,Mazda,2017-02-11,2018-02-10,ACT
POL000002369,48,,Mitsubishi,2017-01-24,2018-01-23,ACT
POL000002370,41,,Nissan,2016-10-17,2017-10-16,ACT
POL000002371,78,,Ford,2016-06-15,2017-06-14,ACT
POL000002372,84,,Nissan,2016-12-12,2017-12-11,ACT
POL000002373,27,,Volkswagen,2016-10-01,2017-09-30,ACT
POL000002374,96,2015-11-27,Volkswagen,2016-08-20,2017-08-19,ACT
POL000002375,68,,Toyota,2016-12-31,2017-12-30,ACT
POL000002376,29,,Holden,2017-03-23,2018-03-22,ACT
POL000002377,57,,Mazda,2017-01-29,2018-01-28,ACT
POL000002378,87,,Ford,2017-01-13,2018-01-12,ACT
POL000002379,35,,Mitsubishi,2017-03-09,2018-03-08,ACT
POL000002380,57,2016-11-24,Hyundai,2017-01-27,2018-01-26,ACT
POL000002381,84,,Toyota,2016-07-01,2017-06-30,ACT
POL000002382,69,,Mitsubishi,2016-12-02,2017-12-01,ACT
POL000002383,28,,Toyota,2016-04-19,2017-04-18,ACT
POL000002384,31,,Nissan,2016-11-30,2017-11-29,ACT
POL000002385,60,2016-04-29,Holden,2016-06-11,2017-06-10,ACT
POL000002386,71,,Honda,2017-01-02,2018-01-01,ACT
POL000002387,35,2017-01-05,Honda,2017-02-27,2018-02-26,ACT
POL000002388,49,,Nissan,2016-12-07,2017-12-06,ACT
POL000002389,20,,Holden,2016-07-28,2017-07-27,ACT
POL000002390,73,,Toyota,2016-04-30,2017-04-29,ACT
POL000002391,20,,Honda,2016-07-18,2017-07-17,ACT
POL000002392,21,,Toyota,2016-06-01,2017-05-31,ACT
POL000002393,52,,Hyundai,2016-11-06,2017-11-05,ACT
POL000002394,57,,Ford,2016-09-15,2017-09-14,ACT
POL000002395,18,,Toyota,2017-02-25,2018-02-24,ACT
POL000002396,72,,Honda,2016-05-09,2017-05-08,NT
POL000002397,18,,Mitsubishi,2017-02-14,2018-02-13,NT
POL000002398,71,,Holden,2016-05-13,2017-05-12,NT
POL000002399,43,,Ford,2017-04-04,2018-04-03,NT
POL000002400,39,,Ford,2016-07-07,2017-07-06,NT
POL000002401,98,2016-06-07,Hyundai,2016-07-22,2017-07-21,NT
POL000002402,43,,Mitsubishi,2017-02-06,2018-02-05,NT
POL000002403,69,,Honda,2016-09-28,2017-09-27,NT
POL000002404,56,,Volkswagen,2016-11-16,2017-11-15,NT
POL000002405,63,,Volkswagen,2016-07-31,2017-07-30,NT
POL000002406,65,2016-06-07,Hyundai,2016-12-26,2017-12-25,NT
POL000002407,82,,Volkswagen,2016-07-21,2017-07-20,NT
POL000002408,40,,Nissan,2016-07-19,2017-07-18,NT
POL000002409,79,,Holden,2016-09-19,2017-09-18,NT
POL000002410,83,,Hyundai,2017-03-21,2018-03-20,NT
POL000002411,43,,Hyundai,2016-04-25,2017-04-24,NT
POL000002412,85,,Subaru,2016-08-06,2017-08-05,NT
POL000002413,98,,Nissan,2016-11-23,2017-11-22,NT
POL000002414,20,,Nissan,2017-01-07,2018-01-06,NT
POL000002415,26,,Honda,2017-01-15,2018-01-14,NT
POL000002416,90,,Volkswagen,2016-10-26,2017-10-25,NT
POL000002417,19,,Toyota,2017-03-06,2018-03-05,NT
POL000002418,66,2015-12-07,Holden,2016-07-07,2017-07-06,NT
POL000002419,65,,Mazda,2016-07-29,2017-07-28,NT
